ad_id,platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,budget_daily_inr,bid_strategy,ad_copy_length_words,has_price_mention,has_offer_mention,has_expert_mention,has_urgency_words,has_emoji_in_copy,video_duration_seconds,days_active,month_launched,is_own_brand,impressions,clicks,installs,spent_inr,ctr,cpi_inr,d0_removal_rate,d1_retention_rate,d7_retention_rate,purchase_within_7d_rate,onboarding_completion_rate,avg_session_duration_seconds,install_quality_score
AD0185,Google_UAC,PharmEasy_Baby,Video_30s,Doctor_Expert,Learn_More,Broad_Women_25_34,Tamil,5119.37,Max_Conversions,10,0,0,1,0,1,30,3,Sep,0,30111,200,46,848.77,0.0066,18.45,0.1752,0.3723,0.2809,0.1069,0.8554,246.31,82.21
AD0186,Meta_Feed,BabyChakra,Video_15s,Discount_Offer,Install_Now,Broad_Women_35_44,Kannada,638.06,Max_Conversions,25,1,1,0,1,0,15,6,Aug,0,14122,226,33,274.45,0.016,8.32,0.35,0.2061,0.0853,0.0424,0.6459,112.25,48.7
AD0187,Google_Search,MamEarth,Carousel,Problem_Solution,Install_Now,Pregnant_Tri2,Hindi,2143.47,Cost_Cap,9,0,0,0,0,0,0,17,Aug,0,468906,13013,2677,72337.72,0.0278,27.02,0.1168,0.4502,0.2085,0.1079,0.7712,279.3,78.27
AD0188,Meta_Reels,HealthKart_Women,Carousel,Celebrity_Endorsement,Swipe_Up,Retargeting_App_Inactive,Marathi,3128.18,Lowest_Cost,23,0,0,0,0,0,0,53,Aug,0,1835,54,11,186.96,0.0294,17.0,0.1137,0.412,0.1581,0.1531,0.8047,221.23,76.83
AD0189,YouTube_Shorts,BabyChakra,Reels_Remix,Ingredient_Science,Shop_Now,Broad_Women_18_24,Hinglish,4943.49,Target_CPA,17,0,0,0,0,1,23,72,Oct,0,521736,6431,1126,16890.0,0.0123,15.0,0.34,0.1463,0.0466,0.005,0.6734,175.35,40.65
AD0190,Google_Search,Mylo_DiapersApp,Collection_Ad,Ingredient_Science,Install_Now,Retargeting_App_Inactive,Hinglish,3162.48,Lowest_Cost,19,0,0,0,0,1,0,67,Sep,1,2373,94,19,230.2,0.0396,12.12,0.1509,0.346,0.2373,0.1025,0.712,244.68,72.76
AD0191,Meta_Reels,PharmEasy_Baby,Playable_Ad,Discount_Offer,Install_Now,Broad_Women_25_34,English,1607.25,Lowest_Cost,15,1,1,0,1,1,38,46,Nov,0,69617,2756,417,8768.07,0.0396,21.03,0.35,0.2177,0.0712,0.0176,0.5011,154.2,51.57
AD0192,Google_Search,HealthKart_Women,Playable_Ad,Ingredient_Science,Learn_More,Lookalike_Purchasers,Bengali,4957.51,Max_Conversions,12,0,0,0,0,0,23,8,Jun,0,45739,1941,341,12284.36,0.0424,36.02,0.2772,0.2404,0.1756,0.0767,0.818,149.23,62.62
AD0193,Google_Search,HealthKart_Women,Reels_Remix,Myth_Busting,Sign_Up,Retargeting_App_Inactive,Hindi,1096.9,Target_CPA,9,0,0,0,0,0,32,42,Jan,0,1159,46,8,175.25,0.0397,21.91,0.1802,0.2871,0.1444,0.1394,0.7403,199.35,68.01
AD0194,Meta_Feed,Healofy,Video_15s,Problem_Solution,Learn_More,New_Mom_0_3m,Malayalam,6164.11,Lowest_Cost,22,0,0,0,0,1,15,23,Dec,0,163578,3525,808,20997.07,0.0215,25.99,0.18,0.4266,0.2901,0.0708,0.7413,235.13,76.23
AD0195,Meta_Reels,MamEarth,Static_Image,Myth_Busting,Swipe_Up,New_Mom_0_3m,Hinglish,3431.95,Lowest_Cost,8,0,0,0,0,1,0,63,Feb,0,557422,7192,1258,43085.22,0.0129,34.25,0.18,0.3153,0.2284,0.0618,0.7,219.3,69.31
AD0196,Meta_Reels,HealthKart_Women,Static_Image,Problem_Solution,Swipe_Up,Pregnant_Tri1,English,2163.26,Target_CPA,19,0,0,0,0,1,0,12,Sep,0,335697,3325,628,13846.44,0.0099,22.05,0.2824,0.2758,0.1001,0.0279,0.6227,239.85,59.06
AD0197,Meta_Stories,PharmEasy_Baby,Video_60s,Myth_Busting,Shop_Now,New_Mom_6_12m,Hinglish,3574.58,Cost_Cap,13,0,0,0,0,1,60,31,Apr,0,457619,8661,1474,30863.32,0.0189,20.94,0.2703,0.3324,0.1815,0.0435,0.7115,234.34,65.48
AD0198,YouTube_Shorts,Mylo_LactoMama,Video_30s,Problem_Solution,Install_Now,Broad_Women_35_44,Marathi,4324.36,Max_Conversions,18,0,0,0,0,0,30,18,Apr,1,46537,507,99,2155.5,0.0109,21.77,0.2757,0.2815,0.1211,0.0576,0.6875,229.19,61.56
AD0199,YouTube_Shorts,HealthKart_Women,Carousel,Seasonal_Festival,Learn_More,New_Mom_0_3m,English,5974.98,Manual_CPC,26,0,0,0,0,1,0,67,Dec,0,418055,5381,1132,26159.6,0.0129,23.11,0.12,0.332,0.219,0.0839,0.8107,318.66,73.7
AD0200,Meta_Stories,BabyChakra,Carousel,Testimonial_Mom,Shop_Now,Broad_Women_25_34,Telugu,4054.93,Lowest_Cost,18,0,0,0,0,1,0,61,Oct,0,58748,562,109,1982.3,0.0096,18.19,0.2831,0.3163,0.15,0.0805,0.7601,265.68,64.95
AD0201,Meta_Feed,Mylo_PregaPlus,Static_Image,Comparison_Ad,Install_Now,Toddler_Mom_1_2y,Malayalam,1166.37,Max_Value,23,0,0,0,0,1,0,37,Nov,1,13927,294,56,991.06,0.0211,17.7,0.2667,0.3469,0.2232,0.0412,0.6322,189.1,66.19
AD0202,Meta_Feed,Mylo_PregaPlus,Video_15s,Before_After,Learn_More,Broad_Women_18_24,English,858.84,Max_Conversions,23,0,0,0,0,1,15,66,Aug,1,471601,4458,724,10860.0,0.0095,15.0,0.4145,0.1,0.03,0.025,0.6837,198.04,36.36
AD0203,Google_UAC,Mylo_Ovaluna,Video_60s,Emotional_Journey,Get_Offer,New_Mom_6_12m,Hinglish,4089.0,Lowest_Cost,9,0,0,0,0,1,60,51,Oct,1,1715666,6862,1214,29455.93,0.004,24.26,0.2055,0.1898,0.1509,0.0201,0.6343,235.24,59.55
AD0204,Google_Search,Healofy,Video_15s,Before_After,Learn_More,Broad_Women_18_24,Tamil,6404.09,Lowest_Cost,17,0,0,0,0,0,15,5,Sep,0,16872,440,71,1109.43,0.0261,15.63,0.4159,0.1831,0.1189,0.0359,0.6523,159.43,41.87
AD0205,Meta_Reels,Mylo_LactoMama,Video_15s,UGC_Repost,Watch_More,Broad_Women_18_24,Malayalam,5122.75,Target_ROAS,26,0,0,0,0,1,15,70,Aug,1,87533,709,126,1573.17,0.0081,12.49,0.35,0.1443,0.03,0.015,0.5919,125.62,35.09
AD0206,Google_Search,Mylo_LactoMama,Video_30s,Problem_Solution,Shop_Now,Pregnant_Tri2,Telugu,2346.83,Target_CPA,18,0,0,0,0,0,30,55,May,1,9609,259,59,2148.5,0.027,36.42,0.1332,0.3964,0.227,0.1009,0.7398,194.1,75.47
AD0207,Meta_Reels,Mylo_App,Stories_Poll,Seasonal_Festival,Install_Now,New_Mom_0_3m,Telugu,950.54,Manual_CPC,12,0,0,0,0,1,0,67,Feb,1,21806,257,51,1637.3,0.0118,32.1,0.18,0.3921,0.1632,0.1075,0.7332,189.93,72.04
AD0208,Google_Display,Mylo_App,Stories_Poll,Celebrity_Endorsement,Install_Now,Broad_Women_25_34,Bengali,490.14,Manual_CPC,27,0,0,0,0,0,0,33,May,1,34575,528,88,1300.89,0.0153,14.78,0.35,0.2886,0.1951,0.024,0.7941,241.49,62.1
AD0209,Meta_Stories,BabyChakra,Stories_Poll,Ingredient_Science,Install_Now,TTC,Marathi,5824.27,Manual_CPC,23,0,0,0,0,1,0,23,Dec,0,156412,1707,381,7620.0,0.0109,20.0,0.1763,0.4252,0.2539,0.0542,0.8113,267.81,75.93
AD0210,YouTube_Shorts,BabyChakra,Video_30s,Fear_Appeal,Shop_Now,Pregnant_Tri2,Tamil,2528.41,Cost_Cap,10,0,0,0,0,1,30,53,Jul,0,71769,1435,318,10810.16,0.02,33.99,0.1671,0.38,0.2736,0.0873,0.7891,284.6,75.31
AD0211,Meta_Reels,Mylo_App,Video_15s,Emotional_Journey,Shop_Now,Retargeting_Cart_Abandon,Tamil,6968.13,Cost_Cap,29,0,0,0,0,1,15,21,Jan,1,3602,75,17,174.24,0.0208,10.25,0.1742,0.4402,0.2047,0.149,0.784,161.59,76.83
AD0212,Google_Search,HealthKart_Women,Collection_Ad,Myth_Busting,Shop_Now,New_Mom_6_12m,Hinglish,6850.53,Max_Conversions,12,0,0,0,0,0,0,36,Mar,0,314650,6361,1217,36087.04,0.0202,29.65,0.3005,0.2011,0.1181,0.0637,0.5826,145.19,54.75
AD0213,Meta_Reels,Mylo_App,Reels_Remix,Ingredient_Science,Learn_More,New_Mom_0_3m,Marathi,2448.36,Manual_CPC,12,0,0,0,0,1,16,22,Jan,1,42755,446,101,2020.0,0.0104,20.0,0.1191,0.4055,0.2529,0.1054,0.8817,165.87,79.02
AD0214,Meta_Reels,Mylo_LactoMama,Video_30s,UGC_Repost,Install_Now,Pregnant_Tri1,Kannada,4851.44,Manual_CPC,8,0,0,0,0,1,30,50,Oct,1,66388,1389,271,3711.92,0.0209,13.7,0.2118,0.2054,0.165,0.0503,0.6817,211.69,61.6
AD0215,Google_Display,HealthKart_Women,Carousel,Fear_Appeal,Watch_More,Pregnant_Tri3,Bengali,5296.27,Target_ROAS,27,0,0,0,0,1,0,35,Mar,0,65385,693,145,4648.79,0.0106,32.06,0.1746,0.4141,0.2318,0.0768,0.7697,279.8,74.83
AD0216,Google_UAC,Healofy,Static_Image,Discount_Offer,Install_Now,Pregnant_Tri2,Tamil,968.1,Target_CPA,22,1,1,0,1,0,0,22,Aug,0,392724,9703,1830,36600.0,0.0247,20.0,0.18,0.4104,0.2083,0.0626,0.7749,194.43,73.65
AD0217,Google_UAC,Mylo_Ovaluna,Collection_Ad,Discount_Offer,Watch_More,Broad_Women_35_44,English,3118.07,Max_Conversions,18,1,1,0,0,1,0,36,Jun,1,520296,14604,2307,19131.49,0.0281,8.29,0.3171,0.186,0.0823,0.0318,0.497,135.08,49.54
AD0218,Google_Display,HealthKart_Women,Collection_Ad,Problem_Solution,Watch_More,Toddler_Mom_1_2y,Telugu,6754.89,Max_Conversions,17,0,0,0,0,0,0,4,Apr,0,69126,599,101,1237.67,0.0087,12.25,0.3153,0.3525,0.1388,0.0462,0.7285,186.65,63.9
AD0219,Google_Search,MamEarth,Playable_Ad,Discount_Offer,Swipe_Up,Toddler_Mom_1_2y,Hindi,4136.71,Max_Value,9,1,1,0,0,1,23,58,Jul,0,462503,25512,4104,119727.81,0.0552,29.17,0.3831,0.1704,0.0741,0.0427,0.5746,140.86,48.45
AD0220,Meta_Reels,Healofy,Stories_Poll,Testimonial_Mom,Book_Free_Consult,Broad_Women_18_24,Hinglish,3250.93,Lowest_Cost,14,0,0,0,0,1,0,67,Apr,0,110378,1044,149,2235.0,0.0095,15.0,0.3662,0.1596,0.0524,0.03,0.6659,193.46,40.87
AD0221,Meta_Reels,HealthKart_Women,Video_30s,Myth_Busting,Swipe_Up,New_Mom_6_12m,Hindi,4052.92,Manual_CPC,19,0,0,0,0,1,30,67,Jan,0,178522,2503,504,8771.49,0.014,17.4,0.1782,0.1478,0.1052,0.0345,0.7785,232.04,59.77
AD0222,Google_UAC,Mylo_Ovaluna,Collection_Ad,Celebrity_Endorsement,Install_Now,New_Mom_3_6m,Bengali,1087.69,Lowest_Cost,27,0,0,0,0,0,0,67,Feb,1,1120336,7123,1580,33356.81,0.0064,21.11,0.1436,0.3822,0.2543,0.08,0.8196,263.42,75.93
AD0223,Meta_Feed,PharmEasy_Baby,Video_30s,Doctor_Expert,Watch_More,New_Mom_3_6m,Hinglish,3400.71,Max_Value,29,0,0,1,0,1,30,21,Jan,0,565027,5663,1293,38767.75,0.01,29.98,0.08,0.4661,0.3424,0.14,0.8885,328.15,92.0
AD0224,Google_Search,PharmEasy_Baby,Stories_Poll,Ingredient_Science,Install_Now,New_Mom_0_3m,Bengali,6336.39,Max_Conversions,12,0,0,0,0,1,0,29,Sep,0,40907,1264,290,7695.79,0.0309,26.54,0.1585,0.3985,0.3031,0.1219,0.8346,293.86,78.46
AD0225,Google_Display,PharmEasy_Baby,Static_Image,Product_Demo,Install_Now,Broad_Women_18_24,Hindi,667.42,Max_Conversions,11,0,0,0,0,1,0,3,Aug,0,279662,3379,529,6140.83,0.0121,11.61,0.3892,0.1397,0.0569,0.03,0.6119,204.68,38.68
AD0226,Meta_Reels,BabyChakra,Video_30s,Testimonial_Mom,Install_Now,New_Mom_3_6m,English,3175.5,Lowest_Cost,14,0,0,0,0,1,30,70,Jul,0,242971,1773,336,8442.57,0.0073,25.13,0.1092,0.3591,0.2303,0.0708,0.8072,303.93,75.16
AD0227,Meta_Feed,PharmEasy_Baby,Video_15s,Comparison_Ad,Get_Offer,New_Mom_3_6m,English,4152.24,Lowest_Cost,12,0,0,0,0,0,15,50,May,0,344745,3933,910,18200.0,0.0114,20.0,0.0985,0.38,0.2189,0.0745,0.7,213.51,74.68
AD0228,YouTube_Shorts,MamEarth,Lead_Form,Fear_Appeal,Shop_Now,Pregnant_Tri2,Tamil,5415.16,Max_Conversions,12,0,0,0,0,1,0,55,Jul,0,277201,5544,1089,26756.3,0.02,24.57,0.2436,0.2408,0.16,0.0912,0.5666,292.74,53.1
AD0229,Google_UAC,Mylo_Ovaluna,Lead_Form,UGC_Repost,Install_Now,TTC,Marathi,504.7,Target_CPA,21,0,0,0,0,0,0,51,May,1,73115,1634,263,8875.78,0.0223,33.75,0.2418,0.26,0.1394,0.0932,0.5685,283.22,53.45
AD0230,Meta_Feed,MamEarth,Video_60s,Product_Demo,Shop_Now,Broad_Women_18_24,Marathi,473.84,Target_ROAS,26,0,0,0,0,0,60,19,May,0,306578,4759,793,11823.56,0.0155,14.91,0.4707,0.1548,0.1102,0.0149,0.5511,93.42,29.03
AD0231,Meta_Stories,BabyChakra,Stories_Poll,Doctor_Expert,Swipe_Up,Pregnant_Tri3,English,3901.69,Lowest_Cost,10,0,0,1,0,1,0,38,Jul,0,160221,1037,220,6866.28,0.0065,31.21,0.0844,0.5,0.38,0.1369,0.92,371.06,94.6
AD0232,Google_UAC,Mylo_LactoMama,Reels_Remix,Discount_Offer,Swipe_Up,Broad_Women_25_34,Kannada,3928.57,Max_Conversions,28,1,1,0,1,0,32,59,Nov,1,87405,2585,478,4074.09,0.0296,8.52,0.35,0.1997,0.1315,0.0415,0.6787,104.36,49.12
AD0233,Meta_Reels,MamEarth,Playable_Ad,Product_Demo,Install_Now,Broad_Women_25_34,Tamil,397.45,Manual_CPC,28,0,0,0,0,1,38,67,Aug,0,22049,332,63,1606.92,0.0151,25.51,0.3329,0.3105,0.137,0.0283,0.7307,226.98,61.23
AD0234,Google_Search,Mylo_LactoMama,Stories_Poll,Problem_Solution,Swipe_Up,New_Mom_3_6m,English,3796.66,Target_CPA,24,0,0,0,0,0,0,38,Jul,1,370541,7560,1532,42572.53,0.0204,27.79,0.1252,0.38,0.2494,0.0877,0.8309,212.47,76.64
AD0235,Google_UAC,BabyChakra,Lead_Form,Myth_Busting,Install_Now,Pregnant_Tri3,English,4339.77,Target_CPA,11,0,0,0,0,1,0,13,Jan,0,495436,15816,3079,72980.78,0.0319,23.7,0.2612,0.26,0.1346,0.039,0.6,180.2,51.99
AD0236,Google_Search,HealthKart_Women,Static_Image,Before_After,Book_Free_Consult,TTC,Hinglish,4258.96,Lowest_Cost,8,0,0,0,0,0,0,27,Oct,0,325202,5227,963,26699.75,0.0161,27.73,0.1418,0.38,0.2501,0.0752,0.7,185.08,74.08
AD0237,Google_UAC,Mylo_PregaPlus,Static_Image,Emotional_Journey,Swipe_Up,Retargeting_Cart_Abandon,Hinglish,1649.46,Lowest_Cost,14,0,0,0,0,0,0,63,Dec,1,3415,81,15,153.33,0.0237,10.22,0.1753,0.352,0.174,0.1231,0.7174,211.38,70.97
AD0238,Meta_Stories,Mylo_LactoMama,Video_15s,Product_Demo,Shop_Now,Pregnant_Tri1,Hindi,1642.78,Target_ROAS,19,0,0,0,0,1,15,28,May,1,1287820,1723,326,8530.15,0.0013,26.17,0.275,0.2344,0.1465,0.0221,0.5549,239.57,57.86
AD0239,Meta_Feed,Mylo_DiapersApp,Video_15s,Doctor_Expert,Watch_More,Broad_Women_18_24,Malayalam,6847.73,Manual_CPC,21,0,0,1,0,0,15,19,Apr,1,68691,435,77,1155.0,0.0063,15.0,0.35,0.2441,0.1391,0.0436,0.61,239.01,52.7
AD0240,Meta_Feed,Healofy,Collection_Ad,Before_After,Install_Now,New_Mom_6_12m,Hinglish,2490.12,Cost_Cap,30,0,0,0,0,1,0,37,Oct,0,340863,4436,765,20455.31,0.013,26.74,0.2534,0.1859,0.1063,0.0231,0.7485,181.47,58.17
AD0241,Meta_Feed,BabyChakra,Video_15s,Product_Demo,Watch_More,Pregnant_Tri3,Hinglish,1880.68,Lowest_Cost,24,0,0,0,0,1,15,62,Jul,0,226198,2453,480,13135.96,0.0108,27.37,0.1202,0.3481,0.1686,0.0679,0.7948,206.11,72.45
AD0242,Google_Display,Mylo_App,Carousel,UGC_Repost,Shop_Now,Retargeting_Cart_Abandon,Telugu,3961.79,Cost_Cap,17,0,0,0,0,1,0,54,Jul,1,4121,148,32,576.0,0.0359,18.0,0.1002,0.3933,0.2962,0.144,0.9043,193.21,81.42
AD0243,Google_UAC,BabyChakra,Carousel,Fear_Appeal,Install_Now,Broad_Women_25_34,Hinglish,4731.34,Cost_Cap,15,0,0,0,0,1,0,54,Dec,0,429873,6475,1199,17178.98,0.0151,14.33,0.192,0.3243,0.1907,0.0211,0.7691,172.93,68.36
AD0244,Meta_Stories,PharmEasy_Baby,Video_15s,Discount_Offer,Install_Now,Lookalike_Purchasers,Tamil,2375.89,Lowest_Cost,29,1,1,0,1,0,15,6,Mar,0,34063,976,148,1290.7,0.0287,8.72,0.35,0.2212,0.0906,0.0294,0.5813,95.83,46.26
AD0245,Meta_Stories,MamEarth,Carousel,UGC_Repost,Install_Now,Pregnant_Tri2,Telugu,3402.06,Lowest_Cost,12,0,0,0,0,1,0,34,Sep,0,81529,972,216,5440.68,0.0119,25.19,0.148,0.3972,0.1906,0.0715,0.8227,293.13,74.54
AD0246,Meta_Feed,Mylo_PregaPlus,Video_15s,UGC_Repost,Learn_More,Retargeting_App_Inactive,Telugu,5154.02,Lowest_Cost,23,0,0,0,0,1,15,50,Feb,1,4479,152,30,360.5,0.0339,12.02,0.2116,0.3646,0.1698,0.0979,0.7139,163.5,69.58
AD0247,Meta_Reels,MamEarth,Carousel,Myth_Busting,Swipe_Up,Pregnant_Tri2,English,1018.43,Cost_Cap,25,0,0,0,0,0,0,4,Nov,0,1791455,888,210,5220.45,0.0005,24.86,0.1171,0.4073,0.2833,0.0594,0.7362,181.19,77.08
AD0248,Meta_Stories,Mylo_DiapersApp,Carousel,Product_Demo,Shop_Now,TTC,Bengali,4871.73,Lowest_Cost,11,0,0,0,0,0,0,56,Sep,1,35647,307,69,1415.67,0.0086,20.52,0.18,0.3926,0.2175,0.077,0.8665,191.35,74.7
AD0249,Google_UAC,Mylo_Ovaluna,Collection_Ad,Myth_Busting,Swipe_Up,Toddler_Mom_1_2y,Hindi,980.05,Cost_Cap,28,0,0,0,0,1,0,25,Nov,1,555849,10241,1723,39632.45,0.0184,23.0,0.3165,0.2866,0.0881,0.0157,0.7598,188.36,59.63
AD0250,Google_UAC,Mylo_LactoMama,Carousel,UGC_Repost,Swipe_Up,New_Mom_0_3m,Kannada,5385.68,Max_Conversions,9,0,0,0,0,0,0,40,Apr,1,39550,366,86,1720.0,0.0093,20.0,0.0874,0.4595,0.2736,0.1091,0.8297,210.71,82.21
AD0251,Meta_Reels,Healofy,Video_30s,Testimonial_Mom,Book_Free_Consult,TTC,Hinglish,6691.85,Lowest_Cost,12,0,0,0,0,0,30,29,Apr,0,416065,4806,1032,25512.0,0.0116,24.72,0.1146,0.38,0.2781,0.0814,0.8424,251.49,77.8
AD0252,Google_UAC,Healofy,Collection_Ad,Myth_Busting,Watch_More,TTC,Hinglish,6029.38,Max_Conversions,17,0,0,0,0,0,0,25,May,0,433820,5512,1129,27536.7,0.0127,24.39,0.1651,0.3989,0.2388,0.0596,0.7846,199.15,74.58
AD0253,Google_UAC,HealthKart_Women,Static_Image,Seasonal_Festival,Swipe_Up,Pregnant_Tri1,Malayalam,1429.71,Max_Conversions,16,0,0,0,0,1,0,65,Nov,0,85924,1227,236,5461.82,0.0143,23.14,0.2641,0.3107,0.1513,0.0361,0.5973,235.71,62.3
AD0254,Meta_Feed,Mylo_Ovaluna,Lead_Form,Before_After,Swipe_Up,New_Mom_0_3m,Tamil,6341.62,Target_CPA,14,0,0,0,0,1,0,35,Dec,1,198922,3291,539,16178.72,0.0165,30.02,0.2627,0.26,0.1255,0.0706,0.6,291.45,52.33
AD0255,Meta_Feed,MamEarth,Carousel,Celebrity_Endorsement,Install_Now,Broad_Women_35_44,Hindi,742.23,Lowest_Cost,14,0,0,0,0,1,0,16,Nov,0,265155,2516,504,7755.34,0.0095,15.39,0.2053,0.2544,0.1211,0.0384,0.6599,217.46,62.08
AD0256,Meta_Feed,Mylo_DiapersApp,Video_30s,Product_Demo,Get_Offer,Lookalike_Purchasers,Kannada,6548.65,Target_CPA,18,0,0,0,0,1,30,46,Jun,1,39576,761,143,3529.97,0.0192,24.69,0.3023,0.3141,0.101,0.0395,0.672,143.02,59.24
AD0257,Google_Display,MamEarth,Video_30s,Before_After,Shop_Now,Broad_Women_18_24,Malayalam,2492.52,Max_Conversions,9,0,0,0,0,1,30,65,Jul,0,65495,835,131,1965.0,0.0127,15.0,0.35,0.1589,0.0417,0.0156,0.5739,169.54,39.56
AD0258,Google_UAC,Mylo_DiapersApp,Carousel,Ingredient_Science,Book_Free_Consult,Pregnant_Tri1,Hinglish,5109.84,Lowest_Cost,18,0,0,0,0,1,0,35,Nov,1,254677,3602,700,18452.12,0.0141,26.36,0.1797,0.2017,0.1441,0.044,0.5708,219.93,60.34
AD0259,Google_UAC,BabyChakra,Video_15s,Ingredient_Science,Sign_Up,New_Mom_0_3m,Telugu,4086.63,Max_Value,15,0,0,0,0,0,15,40,Feb,0,84434,732,152,3302.2,0.0087,21.72,0.1705,0.4209,0.3183,0.0778,0.7238,214.8,76.98
AD0260,Google_UAC,MamEarth,Video_15s,Myth_Busting,Learn_More,Pregnant_Tri2,Telugu,1330.38,Cost_Cap,29,0,0,0,0,0,15,42,Sep,0,58355,1275,290,5800.0,0.0218,20.0,0.18,0.418,0.2569,0.0879,0.7759,283.01,75.79
AD0261,Google_Search,Mylo_PregaPlus,Playable_Ad,Emotional_Journey,Install_Now,Broad_Women_18_24,Malayalam,5388.8,Target_CPA,24,0,0,0,0,1,42,27,Dec,1,29049,1610,244,6257.76,0.0554,25.65,0.35,0.2399,0.0799,0.0621,0.6956,193.52,46.46
AD0262,Google_Search,Mylo_PregaPlus,Playable_Ad,Testimonial_Mom,Install_Now,New_Mom_0_3m,Hinglish,1337.98,Max_Conversions,15,0,0,0,0,0,27,53,Aug,1,620446,24797,5804,223936.16,0.04,38.58,0.103,0.4451,0.3141,0.1247,0.8045,219.21,82.17
AD0263,Meta_Feed,HealthKart_Women,Carousel,Discount_Offer,Book_Free_Consult,New_Mom_3_6m,Tamil,1011.28,Lowest_Cost,25,1,1,0,1,0,0,5,Jul,0,80727,1860,409,8263.15,0.023,20.2,0.18,0.422,0.1737,0.0704,0.7262,154.27,72.47
AD0264,Meta_Feed,Mylo_Ovaluna,Video_30s,Problem_Solution,Get_Offer,New_Mom_3_6m,Malayalam,350.57,Cost_Cap,24,0,0,0,0,1,30,20,Oct,1,41167,591,139,2780.0,0.0144,20.0,0.18,0.4445,0.281,0.0736,0.7976,265.98,77.52
AD0265,Meta_Stories,Mylo_Ovaluna,Playable_Ad,Before_After,Swipe_Up,Pregnant_Tri2,Hindi,4536.63,Cost_Cap,28,0,0,0,0,0,38,68,Oct,1,253020,4511,833,33320.0,0.0178,40.0,0.1296,0.3637,0.1393,0.0762,0.7024,225.13,70.89
AD0266,Google_Search,Mylo_PregaPlus,Video_30s,Fear_Appeal,Get_Offer,Broad_Women_35_44,English,2670.19,Target_ROAS,17,0,0,0,0,1,30,9,Mar,1,169600,4591,931,26162.36,0.0271,28.1,0.2163,0.2997,0.1613,0.0697,0.6769,244.66,65.49
AD0267,Meta_Feed,BabyChakra,Collection_Ad,Doctor_Expert,Get_Offer,Broad_Women_25_34,Hindi,6908.54,Max_Conversions,24,0,0,1,0,1,0,69,Dec,0,601078,5114,1150,34500.0,0.0085,30.0,0.1628,0.3671,0.2734,0.0744,0.77,230.82,80.41
AD0268,Meta_Feed,Healofy,Reels_Remix,Celebrity_Endorsement,Shop_Now,New_Mom_6_12m,Telugu,4850.55,Target_CPA,11,0,0,0,0,1,15,27,Dec,0,75618,537,95,1785.97,0.0071,18.8,0.2455,0.283,0.2298,0.045,0.7952,259.89,66.78
AD0269,Meta_Stories,Mylo_PregaPlus,Video_30s,Comparison_Ad,Install_Now,New_Mom_0_3m,Hinglish,1103.0,Manual_CPC,15,0,0,0,0,0,30,64,May,1,215200,1673,308,6160.0,0.0078,20.0,0.1649,0.3446,0.2662,0.0739,0.8209,242.73,73.91
AD0270,Meta_Stories,Mylo_DiapersApp,Static_Image,Emotional_Journey,Learn_More,Pregnant_Tri1,Hinglish,1384.94,Max_Conversions,15,0,0,0,0,1,0,49,Jul,1,26092,531,111,2284.7,0.0204,20.58,0.2031,0.3383,0.1588,0.0326,0.5822,227.12,65.4
AD0271,Meta_Reels,Mylo_DiapersApp,Video_15s,Testimonial_Mom,Install_Now,New_Mom_0_3m,English,4780.26,Manual_CPC,29,0,0,0,0,0,15,66,Nov,1,28418,235,46,961.73,0.0083,20.91,0.18,0.3828,0.197,0.1019,0.8664,254.53,74.26
AD0272,Google_UAC,Healofy,Video_15s,Testimonial_Mom,Install_Now,Pregnant_Tri3,Kannada,6096.71,Manual_CPC,15,0,0,0,0,1,15,16,Dec,0,15041,197,45,1113.94,0.0131,24.75,0.1417,0.4682,0.2888,0.0767,0.7967,262.24,80.04
AD0273,Meta_Reels,Mylo_App,Video_15s,Celebrity_Endorsement,Sign_Up,Pregnant_Tri3,Marathi,1558.65,Lowest_Cost,29,0,0,0,0,0,15,38,Oct,1,85883,730,155,3430.04,0.0085,22.13,0.18,0.416,0.2081,0.0698,0.7466,243.45,73.63
AD0274,Google_Search,Mylo_DiapersApp,Carousel,Discount_Offer,Shop_Now,Lookalike_Purchasers,Tamil,2354.82,Target_CPA,14,1,1,0,1,0,0,27,Jul,1,31928,1093,182,2398.87,0.0342,13.18,0.35,0.2643,0.1334,0.0465,0.5897,148.8,56.25
AD0275,Google_Display,PharmEasy_Baby,Playable_Ad,Testimonial_Mom,Watch_More,New_Mom_0_3m,Kannada,3015.65,Cost_Cap,13,0,0,0,0,0,38,30,Oct,0,580563,17011,3844,141398.21,0.0293,36.78,0.1622,0.4446,0.3047,0.0844,0.7982,233.7,78.99
AD0276,Google_UAC,BabyChakra,Video_15s,Celebrity_Endorsement,Swipe_Up,Pregnant_Tri3,English,6323.93,Cost_Cap,9,0,0,0,0,0,15,38,Mar,0,677648,7345,1688,33760.0,0.0108,20.0,0.18,0.429,0.285,0.0645,0.7883,259.05,76.69
AD0277,Google_Display,Mylo_PregaPlus,Video_30s,Ingredient_Science,Install_Now,Pregnant_Tri2,Hinglish,3648.14,Target_CPA,13,0,0,0,0,0,30,26,Nov,1,124574,1399,257,5575.03,0.0112,21.69,0.18,0.403,0.2632,0.0466,0.7,210.96,73.5
