platform,brand,ad_format,creative_theme,cta_type,audience_segment,language,has_offer,has_expert,d1,iqs,source_dataset,d7,d30,lift,platform_e,brand_e,ad_format_e,creative_theme_e,cta_type_e,audience_segment_e,language_e,source_dataset_e
Snapchat,Airprime,Shorts_Video,Meme_Humor,Shop_Now,Broad_Women_25_34,Hinglish,1,0,33.3,52.5,08,0.1115534003302375,0.05179209463240055,0.5383370946739348,11,0,10,20,14,1,4,1
Snapchat,GoGrow,Shorts_Video,Testimonial_Mom,Learn_More,Interest_Parenting,Hinglish,0,0,43.0,36.8,08,0.10327051269658506,0.04827611981545419,0.4921220779413077,11,8,10,29,12,8,4,1
YouTube,GoGrow,UGC_Style,Testimonial_Mom,Learn_More,Broad_Women_18_24,English,1,0,21.3,22.7,08,0.1005554450305985,0.055856117427492316,0.4834198091987251,12,8,16,29,12,0,1,1
YouTube,Pampers India,UGC_Style,Emotional_Journey,Learn_More,Broad_Women_18_24,English,0,0,10.0,32.2,08,0.12926060321350563,0.05691328626057815,0.620042451410608,12,33,16,10,12,0,1,1
Snapchat,MamaEarth,UGC_Style,UGC_Style,Install_Now,Broad_Women_18_24,Hinglish,1,0,44.9,28.4,08,0.114087733809106,0.05142285148369013,0.5350074915989562,11,21,16,33,10,0,4,1
YouTube,FirstCry,UGC_Style,Testimonial_Mom,Learn_More,Interest_Health_Wellness,English,1,0,39.8,32.4,08,0.12566767571496557,0.06492586061765022,0.34603744640173073,12,6,16,29,12,7,1,1
Meta,GoGrow,Static_Image,Infographic,Get_Offer,Pregnant_Trimester2,Hinglish,1,0,28.7,24.3,08,0.11137672173376835,0.06618375117180263,0.4108419090382988,7,8,12,15,7,24,4,1
Meta,Himalaya Baby,Stories_Video,Comparison,Sign_Up,Pregnant_Trimester2,English,1,0,27.3,19.8,08,0.0978840596531406,0.05212132486919849,0.5464360061705741,7,11,14,3,16,24,1,1
YouTube,Chicco India,Shorts_Video,Comparison,Try_Free,Pregnant_Trimester2,Hinglish,0,0,28.7,13.0,08,0.12609463057172468,0.055308014851237604,0.44732217837176536,12,5,10,3,18,24,4,1
Snapchat,Chicco India,Static_Image,Tutorial_HowTo,Install_Now,Pregnant_Trimester2,English,0,0,24.8,16.3,08,0.20797764972817825,0.0895508358663992,0.5529946660217155,11,5,12,30,10,24,1,1
Google_UAC,Pampers India,Skippable_InStream,Product_Hero,Sign_Up,Broad_Women_25_34,Hinglish,0,0,15.8,23.6,08,0.17446056414642194,0.07813177593594983,0.43569795646776954,4,33,11,26,16,1,4,1
Meta,Ovaluna,Static_Image,Product_Hero,Book_Now,Broad_Women_25_34,English,1,0,19.3,16.0,08,0.12066200798724087,0.06169142923500287,0.35055346711872304,7,32,12,26,2,1,1,1
Meta,Himalaya Baby,Stories_Video,Tutorial_HowTo,Sign_Up,Pregnant_Trimester2,Hinglish,0,0,15.1,24.9,08,0.14388880782938412,0.06989883522705949,0.39249682854968554,7,11,14,30,16,24,4,1
YouTube,Pampers India,Shorts_Video,Tutorial_HowTo,Sign_Up,Broad_Women_25_34,English,1,0,20.5,14.0,08,0.12907997696117765,0.05015653692360705,0.6533668076781871,12,33,10,30,16,1,1,1
Snapchat,Ovaluna,Static_Image,Tutorial_HowTo,Explore,Pregnant_Trimester2,Hinglish,0,0,19.0,17.6,08,0.15377744961958115,0.07705560960391003,0.46776247722910547,11,32,12,30,6,24,4,1
Google_UAC,Airprime,Skippable_InStream,Comparison,Shop_Now,Broad_Women_25_34,Hinglish,0,0,22.4,23.4,08,0.13525820743234163,0.0650619485622517,0.42848673854718833,4,0,11,3,14,1,4,1
Meta,FirstCry,Static_Image,Product_Hero,Explore,Broad_Women_25_34,Hinglish,0,0,28.5,29.0,08,0.1626337055116418,0.07139490539077681,0.5378469103156107,7,6,12,26,6,1,4,1
Meta,Airprime,Stories_Video,Product_Hero,Shop_Now,Pregnant_Trimester2,English,0,0,15.0,13.5,08,0.12217358060553293,0.06536230420845088,0.46372707303448896,7,0,14,26,14,24,1,1
YouTube,Mylo,Shorts_Video,Tutorial_HowTo,Sign_Up,Broad_Women_25_34,Hinglish,1,0,23.9,28.2,08,0.09850504412144255,0.049887735957590926,0.5035261009264579,12,26,10,30,16,1,4,1
Meta,LactoMama,Static_Image,Lifestyle_Aspirational,Install_Now,Men_25_34,Hindi,0,0,10.0,8.6,08,0.12892414901339178,0.06305773298538218,0.593698668811584,7,18,12,19,10,12,3,1
Google_UAC,Airprime,Static_Image,Lifestyle_Aspirational,Install_Now,Men_18_24,Hindi,0,0,8.7,6.8,08,0.17458740919440485,0.09805504932584702,0.4084155686013413,4,0,12,19,10,11,3,1
Google_UAC,GoGrow,Reels_Video,Lifestyle_Aspirational,Learn_More,Broad_Women_18_24,English,1,0,7.2,7.6,08,0.09671577394445935,0.04442848921682989,0.5535999651938883,4,8,9,19,12,0,1,1
Google_UAC,Ovaluna,Carousel,Testimonial_Mom,Shop_Now,Toddler_Mom_1_3y,English,0,0,7.5,14.2,08,0.18384125645474897,0.08787833496491608,0.4270389893284521,4,32,1,29,14,33,1,1
Meta,Mylo,Reels_Video,Product_Hero,Install_Now,Men_25_34,Hindi,0,0,11.1,14.8,08,0.1455584420645902,0.08117540652214306,0.5676059954883687,7,26,9,26,10,12,3,1
Meta,Ovaluna,Carousel,Testimonial_Mom,Install_Now,Broad_Women_35_44,English,1,0,12.7,14.0,08,0.12381711211124781,0.0639924797539556,0.6034968675725291,7,32,1,29,10,2,1,1
Meta,LactoMama,Carousel,Product_Hero,Install_Now,Men_25_34,English,1,0,6.7,3.5,08,0.13498002401129652,0.07851628743059724,0.5332407295657245,7,18,1,26,10,12,1,1
Meta,Airprime,Static_Image,Testimonial_Mom,Shop_Now,Men_18_24,English,0,0,12.1,10.1,08,0.14274033272811787,0.07370765780425997,0.5635601048450751,7,0,12,29,14,11,1,1
Google_UAC,GoGrow,Reels_Video,Testimonial_Mom,Install_Now,Broad_Women_18_24,Hinglish,1,0,13.4,9.2,08,0.07708807557128124,0.033532689845138894,0.5248754708236678,4,8,9,29,10,0,4,1
Google_UAC,Ovaluna,Reels_Video,Price_Deal,Shop_Now,Toddler_Mom_1_3y,Hindi,1,0,9.3,6.4,08,0.10305451552607552,0.05558708618329553,0.48232548126164776,4,32,9,22,14,33,3,1
Google_UAC,Mylo,Carousel,Testimonial_Mom,Learn_More,Men_25_34,Hinglish,0,0,4.5,6.3,08,0.17309680732451935,0.07028877400551414,0.49998313814285894,4,26,1,29,12,12,4,1
Google_UAC,Ovaluna,Carousel,Price_Deal,Shop_Now,Broad_Women_35_44,Hindi,0,0,11.9,9.8,08,0.1710391207044469,0.0801367027585934,0.5107310961705274,4,32,1,22,14,2,3,1
Meta,LactoMama,Carousel,Testimonial_Mom,Learn_More,Men_25_34,Hinglish,1,0,13.8,12.0,08,0.11802904664545859,0.06016160196058099,0.5877479364916229,7,18,1,29,12,12,4,1
Meta,Ovaluna,Static_Image,Lifestyle_Aspirational,Try_Free,Pregnant_Trimester2,Hindi,0,0,46.9,13.3,08,0.13852578973031912,0.07887700845388837,0.5221913116022403,7,32,12,19,18,24,3,1
Meta,Ovaluna,Static_Image,Testimonial_Mom,Shop_Now,New_Mom_6_12m,Hinglish,0,0,24.1,35.6,08,0.15841269471117994,0.06852329866812103,0.4953873766197584,7,32,12,29,14,17,4,1
Google_UAC,GoGrow,Static_Image,Problem_Solution,Sign_Up,Pregnant_Trimester3,Hinglish,1,0,27.8,35.4,08,0.12271607890958587,0.0644638978591868,0.49529283114781714,4,8,12,23,16,25,4,1
Google_UAC,Mylo,Carousel,Testimonial_Mom,Install_Now,Toddler_Mom_1_3y,Hindi,1,0,7.8,18.0,08,0.12066929637540579,0.05973963414620443,0.41586015771229773,4,26,1,29,10,33,3,1
Google_UAC,GoGrow,Carousel,Doctor_Expert,Shop_Now,New_Mom_0_6m,Hinglish,1,0,20.3,20.7,08,0.12320951483640767,0.05016412392387651,0.4807571783337984,4,8,1,7,14,15,4,1
Google_UAC,GoGrow,Static_Image,Problem_Solution,Get_Offer,Toddler_Mom_1_3y,Hindi,1,0,32.7,36.9,08,0.09600297182274527,0.04668076395515124,0.5748814622592343,4,8,12,23,7,33,3,1
Meta,LactoMama,Carousel,Product_Hero,Learn_More,Pregnant_Trimester2,Hindi,0,0,22.9,30.0,08,0.1637424293478274,0.07961584100982078,0.6024252292496359,7,18,1,26,12,24,3,1
Google_UAC,MamaEarth,Collection,Festive_Offer,Get_Offer,Broad_Women_18_24,Hinglish,1,0,31.6,30.8,08,0.10783097469917724,0.053236452012660376,0.38324445237847193,4,21,2,13,7,0,4,1
Google_UAC,GoGrow,Reels_Video,Festive_Offer,Shop_Now,Broad_Women_25_34,Hindi,1,0,28.1,44.5,08,0.1167228683261589,0.05077371905142495,0.5684381908723009,4,8,9,13,14,1,3,1
YouTube,GoGrow,Collection,Festive_Offer,Get_Offer,Lookalike_Purchasers,Hinglish,1,0,31.3,44.1,08,0.11239473517821982,0.050151878408278866,0.2951091949603912,12,8,2,13,7,10,4,1
YouTube,GoGrow,Reels_Video,Product_Hero,Get_Offer,Broad_Women_25_34,Hinglish,1,0,26.1,35.0,08,0.1005221758023987,0.05261219571993461,0.4719035607722494,12,8,9,26,7,1,4,1
Meta,FirstCry,Skippable_InStream,Price_Deal,Install_Now,Broad_Women_18_24,Hindi,1,0,28.3,36.2,08,0.14813698680710047,0.06848867627621774,0.26737502472175123,7,6,11,22,10,0,3,1
Meta,Ovaluna,Collection,Festive_Offer,Shop_Now,Broad_Women_25_34,Hindi,1,0,20.2,26.8,08,0.11320888375120175,0.05328630855571087,0.4051231214427155,7,32,2,13,14,1,3,1
Meta,GoGrow,Collection,Festive_Offer,Shop_Now,Broad_Women_18_24,English,1,0,28.7,36.1,08,0.11918878129948662,0.05936798819198392,0.6277634083219601,7,8,2,13,14,0,1,1
YouTube,GoGrow,Reels_Video,Festive_Offer,Shop_Now,Interest_Parenting,Hinglish,1,0,18.8,24.4,08,0.09494102083149138,0.04915067722371556,0.40477917700367105,12,8,9,13,14,8,4,1
YouTube,MamaEarth,Stories_Video,Emotional_Journey,Install_Now,Lookalike_Purchasers,Hinglish,1,0,19.8,22.6,08,0.08123657247307381,0.03919758216451141,0.4371017643169946,12,21,14,10,10,10,4,1
Meta,Chicco India,Stories_Video,Festive_Offer,Install_Now,Broad_Women_18_24,Hindi,1,0,19.9,28.4,08,0.11227992392992796,0.05420183428366808,0.4484367454566679,7,5,14,13,10,0,3,1
YouTube,FirstCry,Collection,Festive_Offer,Get_Offer,Lookalike_Purchasers,English,1,0,22.0,29.2,08,0.08535894058009116,0.04617994807210675,0.3250999982719649,12,6,2,13,7,10,1,1
Meta,Chicco India,Stories_Video,Price_Deal,Get_Offer,Broad_Women_18_24,Hinglish,1,0,19.3,19.0,08,0.08991968401328247,0.045896190842250446,0.505209464502927,7,5,14,22,7,0,4,1
Meta,LactoMama,Stories_Video,Price_Deal,Install_Now,Interest_Parenting,Hindi,1,0,20.4,32.5,08,0.1097040003725376,0.05412810331212707,0.5661865020362319,7,18,14,22,10,8,3,1
Google_UAC,Ovaluna,Reels_Video,Price_Deal,Get_Offer,Broad_Women_18_24,English,1,0,24.2,21.2,08,0.10451607437916142,0.04841008309216527,0.46261919122003514,4,32,9,22,7,0,1,1
YouTube,Ovaluna,Reels_Video,Emotional_Journey,Get_Offer,Lookalike_Purchasers,English,1,0,18.2,23.3,08,0.09276049057628175,0.049016044196388255,0.39519331430586335,12,32,9,10,7,10,1,1
YouTube,Mylo,Collection,Emotional_Journey,Get_Offer,Broad_Women_18_24,Hindi,1,0,21.0,37.1,08,0.0990699185334617,0.0393533569172541,0.4386790323730283,12,26,2,10,7,0,3,1
Google_UAC,MamaEarth,Stories_Video,Emotional_Journey,Install_Now,Interest_Parenting,English,1,0,19.1,28.4,08,0.13445417913607255,0.06901919641303414,0.46020658503616646,4,21,14,10,10,8,1,1
YouTube,Himalaya Baby,Reels_Video,Emotional_Journey,Get_Offer,Broad_Women_25_34,Hinglish,1,0,19.5,36.7,08,0.07711010949353762,0.037632999060188355,0.30695081601537744,12,11,9,10,7,1,4,1
Meta,GoGrow,Stories_Video,Festive_Offer,Shop_Now,Interest_Parenting,Hinglish,1,0,17.1,37.6,08,0.12923531904926944,0.06692548011214233,0.47491860452098733,7,8,14,13,14,8,4,1
Google_UAC,Airprime,Static_Image,Problem_Solution,Try_Free,South_India_Regional,Hindi,0,0,12.7,3.5,08,0.13675283645703443,0.06570840803326389,0.5790180652077439,4,0,12,23,18,28,3,1
Meta,Mylo,Static_Image,Price_Deal,Sign_Up,Tier3_Hindi_Belt,English,0,0,5.8,8.1,08,0.14615832276357693,0.07419625022318427,0.5460499008408477,7,26,12,22,16,31,1,1
Google_UAC,MamaEarth,Reels_Video,Problem_Solution,Book_Now,Broad_Women_25_34,Tamil,0,0,5.8,6.1,08,0.16886670660359518,0.07401626103375178,0.6883981941212356,4,21,9,23,2,1,8,1
Google_UAC,LactoMama,Reels_Video,Testimonial_Mom,Shop_Now,South_India_Regional,Bengali,1,0,11.2,14.2,08,0.08878100496964869,0.038898853809514765,0.5056149412907448,4,18,9,29,14,28,0,1
Meta,FirstCry,Static_Image,Price_Deal,Get_Offer,Tier3_Hindi_Belt,Marathi,0,0,11.1,9.8,08,0.15994350313315417,0.07315353679702323,0.3969062529940858,7,6,12,22,7,31,7,1
Google_UAC,FirstCry,Carousel,Testimonial_Mom,Sign_Up,Broad_Women_18_24,Kannada,0,0,13.3,11.6,08,0.19898805947371442,0.11215371184247964,0.6043878818645524,4,6,1,29,16,0,5,1
Meta,Mylo,Static_Image,Product_Hero,Shop_Now,South_India_Regional,Hindi,1,0,17.1,7.9,08,0.12001728271688968,0.0633094753548056,0.48433053806893955,7,26,12,26,14,28,3,1
Google_UAC,Mylo,Reels_Video,Problem_Solution,Learn_More,Tier3_Hindi_Belt,English,0,0,17.5,12.9,08,0.12151334822616484,0.05922258350876565,0.5058678296391198,4,26,9,23,12,31,1,1
Google_UAC,FirstCry,Carousel,Problem_Solution,Shop_Now,Broad_Women_25_34,Tamil,0,0,16.6,9.8,08,0.17169358136212068,0.07737482299033849,0.5132003070884329,4,6,1,23,14,1,8,1
Google_UAC,Mylo,Static_Image,Price_Deal,Shop_Now,South_India_Regional,Bengali,1,0,13.8,11.3,08,0.1332981118499649,0.06687225126124462,0.5248260956631942,4,26,12,22,14,28,0,1
Meta,FirstCry,Static_Image,Product_Hero,Try_Free,Tier3_Hindi_Belt,Marathi,0,0,7.4,6.0,08,0.15762739095347053,0.0784402001243547,0.5570303050414733,7,6,12,26,18,31,7,1
Meta,FirstCry,Reels_Video,Testimonial_Mom,Book_Now,Broad_Women_18_24,Kannada,1,0,12.2,10.2,08,0.1306961855927877,0.06852833127152388,0.4471950078515289,7,6,9,29,2,0,5,1
Google_UAC,Airprime,Carousel,UGC_Style,Learn_More,New_Mom_0_6m,Hinglish,1,0,50.1,88.5,08,0.09704211870027972,0.04898534650081002,0.5792348976854598,4,0,1,33,12,15,4,1
Meta,Ovaluna,Reels_Video,Problem_Solution,Shop_Now,TTC_Women,Hindi,1,0,48.0,94.6,08,0.1368344439634851,0.07358324290750035,0.5062902527491986,7,32,9,23,14,30,3,1
Google_UAC,Ovaluna,Reels_Video,Emotional_Journey,Install_Now,New_Mom_0_6m,Hinglish,1,0,55.8,83.0,08,0.10163553639160236,0.047782520754497355,0.6438708927270558,4,32,9,10,10,15,4,1
Google_UAC,GoGrow,UGC_Style,UGC_Style,Install_Now,New_Mom_0_6m,Hindi,1,0,46.7,84.9,08,0.08680150072430111,0.043060176617949565,0.5060030093833886,4,8,16,33,10,15,3,1
Meta,Ovaluna,Reels_Video,Problem_Solution,Install_Now,Pregnant_Trimester2,Hindi,0,0,52.5,83.5,08,0.16668160494894585,0.08233996929330659,0.47247157351654767,7,32,9,23,10,24,3,1
Meta,GoGrow,Reels_Video,Doctor_Expert,Learn_More,TTC_Women,Hindi,0,1,52.3,92.3,08,0.23211304415526002,0.11914792821619442,0.5134866587719238,7,8,9,7,12,30,3,1
Meta,Airprime,Reels_Video,Doctor_Expert,Learn_More,TTC_Women,Hindi,0,1,57.0,83.5,08,0.125994375229822,0.07749118710549766,0.5616236992577545,7,0,9,7,12,30,3,1
Meta,GoGrow,Carousel,Problem_Solution,Buy_Now,Cart_Abandoners,Hindi,1,0,60.8,89.7,08,0.11194340073651599,0.05396450534628442,0.4270371259355624,7,8,1,23,4,3,3,1
Google_UAC,LactoMama,Static_Image,Problem_Solution,Buy_Now,Lapsed_Users_30d,Hinglish,1,0,55.0,91.4,08,0.1096248700905753,0.05337667577901446,0.4984500125618908,4,18,12,23,4,9,4,1
Meta,Ovaluna,Collection,Festive_Offer,Buy_Now,Cart_Abandoners,Hindi,1,0,57.7,88.1,08,0.09216561991421032,0.04989651014226512,0.5289351896756596,7,32,2,13,4,3,3,1
Google_UAC,LactoMama,Collection,Product_Hero,Shop_Now,Cart_Abandoners,English,1,0,64.9,97.9,08,0.08947368571983715,0.04640180407880512,0.3704642051721683,4,18,2,26,14,3,1,1
Meta,LactoMama,Static_Image,Festive_Offer,Shop_Now,Lapsed_Users_30d,Hinglish,1,0,66.5,92.6,08,0.1068251808536637,0.05057799652120265,0.5714574381380179,7,18,12,13,14,9,4,1
Google_UAC,Ovaluna,Static_Image,Problem_Solution,Shop_Now,Lapsed_Users_30d,English,1,0,66.8,97.1,08,0.1013306001692873,0.05486427011691884,0.4435849239126269,4,32,12,23,14,9,1,1
Google_UAC,Airprime,Static_Image,Problem_Solution,Shop_Now,Cart_Abandoners,Hindi,1,0,63.8,86.2,08,0.1146291962398601,0.06251411904280632,0.5247678593159317,4,0,12,23,14,3,3,1
Google_UAC,Mylo,Static_Image,Product_Hero,Buy_Now,Lapsed_Users_30d,English,1,0,52.2,94.8,08,0.1305234947272596,0.06843622658206729,0.5672691142326737,4,26,12,26,4,9,1,1
Meta,Mylo,Collection,Price_Deal,Buy_Now,Cart_Abandoners,Hinglish,1,0,52.7,88.2,08,0.11422890807941032,0.055766696621831174,0.42982774551046393,7,26,2,22,4,3,4,1
Meta,GoGrow,Collection,Festive_Offer,Buy_Now,Cart_Abandoners,Hindi,1,0,55.3,89.7,08,0.1059658256627629,0.05576218161568476,0.41270150786962384,7,8,2,13,4,3,3,1
Google_UAC,FirstCry,Carousel,UGC_Style,Learn_More,Interest_Health_Wellness,English,0,1,30.1,38.9,08,0.2239015679579247,0.12515487537197353,0.4123195672225373,4,6,1,33,12,7,1,1
Google_UAC,Chicco India,App_Install_Banner,Comparison,Install_Now,Interest_Parenting,Tamil,0,1,10.5,24.1,08,0.22827924899353105,0.10615556945985449,0.44204642563580404,4,5,0,3,10,8,8,1
Meta,Mylo,App_Install_Banner,Before_After,Book_Now,Interest_Parenting,English,0,0,6.2,7.4,08,0.14499965219079064,0.0672383306844094,0.42042593380584603,7,26,0,0,2,8,1,1
Google_UAC,Ovaluna,Static_Image,Unboxing,Book_Now,Broad_Women_25_34,Hinglish,0,1,58.9,51.5,08,0.18524504798536162,0.12017578692033595,0.408075684445086,4,32,12,34,2,1,4,1
YouTube,Pampers India,App_Install_Banner,Price_Deal,Sign_Up,Interest_Health_Wellness,Hinglish,0,0,38.2,25.7,08,0.09762455825684388,0.05335487754378489,0.5812592558883221,12,33,0,22,16,7,4,1
Meta,Ovaluna,App_Install_Banner,Testimonial_Mom,Shop_Now,Broad_Women_25_34,Tamil,1,1,39.8,26.6,08,0.11540646769563745,0.06842157960445651,0.4807275524748912,7,32,0,29,14,1,8,1
Google_UAC,Ovaluna,Static_Image,Doctor_Expert,Install_Now,Broad_Women_25_34,Tamil,0,0,9.5,51.0,08,0.1401604230175086,0.07048099706082733,0.48377267696663107,4,32,12,7,10,1,8,1
Snapchat,Mylo,App_Install_Banner,Problem_Solution,Learn_More,Broad_Women_18_24,Tamil,0,0,7.8,37.0,08,0.14330459446682534,0.05393593719757123,0.5948500152617004,11,26,0,23,12,0,8,1
InMobi,Ovaluna,Static_Image,Meme_Humor,Try_Free,Broad_Women_18_24,English,1,1,12.9,39.0,08,0.1432311022019406,0.07490386515192621,0.4575476055949654,5,32,12,20,18,0,1,1
Meta,GoGrow,Carousel,Doctor_Expert,Book_Now,Broad_Women_25_34,Hindi,0,0,19.1,59.5,08,0.15832185525803416,0.07431162540685674,0.6161644944902909,7,8,1,7,2,1,3,1
Google_UAC,GoGrow,Static_Image,Before_After,Sign_Up,Interest_Health_Wellness,Hinglish,0,1,34.1,58.4,08,0.21884495879093685,0.13513991505073114,0.5725412536839207,4,8,12,0,16,7,4,1
Google_UAC,Pampers India,Reels_Video,Product_Hero,Explore,Broad_Women_18_24,Hinglish,0,1,46.5,56.8,08,0.23577395092345454,0.14764036481567358,0.6266404786717424,4,33,9,26,6,0,4,1
Meta,FirstCry,Reels_Video,Meme_Humor,Get_Offer,Broad_Women_25_34,Hinglish,0,0,21.1,18.1,08,0.13947722867134774,0.07573906001903948,0.49566820403207745,7,6,9,20,7,1,4,1
Meta,MamaEarth,Reels_Video,Price_Deal,Shop_Now,Broad_Women_25_34,Hindi,1,0,21.4,22.0,08,0.11533858355175997,0.06849961653250622,0.3986130920258042,7,21,9,22,14,1,3,1
Snapchat,Airprime,Static_Image,Meme_Humor,Shop_Now,Broad_Women_18_24,Hindi,1,0,23.7,15.5,08,0.10545235479945908,0.05155528863338758,0.5556789643818412,11,0,12,20,14,0,3,1
Meta,MamaEarth,Static_Image,Price_Deal,Install_Now,Interest_Parenting,Hindi,0,0,12.1,16.6,08,0.16222650967611535,0.08319408176205052,0.44990301138256616,7,21,12,22,10,8,3,1
Snapchat,LactoMama,Stories_Video,Meme_Humor,Install_Now,Broad_Women_25_34,Hindi,0,0,22.9,26.4,08,0.1295990249185875,0.06678414264138066,0.4575485505434913,11,18,14,20,10,1,3,1
Snapchat,Himalaya Baby,Reels_Video,Price_Deal,Install_Now,Broad_Women_25_34,Hinglish,1,0,22.5,31.9,08,0.11014966914846512,0.05083082000365003,0.43411991473095013,11,11,9,22,10,1,4,1
Meta,FirstCry,Reels_Video,Meme_Humor,Get_Offer,Broad_Women_25_34,Hindi,1,0,13.3,30.0,08,0.10169937517160024,0.050200725069932395,0.41023365366627584,7,6,9,20,7,1,3,1
Google_UAC,Himalaya Baby,Static_Image,Tutorial_HowTo,Sign_Up,Lookalike_Purchasers,English,0,1,46.1,81.7,08,0.16755071102912805,0.08506922436708007,0.47392424305940883,4,11,12,30,16,10,1,1
Meta,GoGrow,Collection,Infographic,Sign_Up,TTC_Women,Hinglish,0,1,54.2,78.5,08,0.16815412091411142,0.10133812898341962,0.41887997048213627,7,8,2,15,16,30,4,1
Meta,Airprime,Static_Image,Doctor_Expert,Learn_More,Pregnant_Trimester2,Hinglish,0,1,44.4,79.0,08,0.19234289931008128,0.11029638386296362,0.4309088765623219,7,0,12,7,12,24,4,1
Meta,GoGrow,Collection,Doctor_Expert,Sign_Up,Pregnant_Trimester2,Hinglish,0,1,54.0,80.0,08,0.18803811297717038,0.13615038869007332,0.5418811222918228,7,8,2,7,16,24,4,1
Meta,GoGrow,Collection,Testimonial_Mom,Shop_Now,TTC_Women,Hinglish,0,1,40.1,79.9,08,0.1642104154714508,0.0961855324688423,0.45984959473187614,7,8,2,29,14,30,4,1
Google_UAC,LactoMama,Carousel,Doctor_Expert,Sign_Up,TTC_Women,Hinglish,0,1,50.8,88.0,08,0.21516980589458873,0.1476003300484552,0.49075517665750845,4,18,1,7,16,30,4,1
Google_UAC,FirstCry,Carousel,Doctor_Expert,Shop_Now,New_Mom_0_6m,Hinglish,0,1,48.5,86.9,08,0.26757806789939786,0.1498169582680001,0.4768118496772234,4,6,1,7,14,15,4,1
Meta,Airprime,Stories_Video,Price_Deal,Try_Free,Broad_Women_25_34,Hindi,1,0,10.8,13.8,08,0.12661217618325002,0.060527167688080814,0.4692552446145701,7,0,14,22,18,1,3,1
Snapchat,FirstCry,Reels_Video,Price_Deal,Install_Now,Broad_Women_18_24,Hindi,1,0,14.9,15.1,08,0.10750477205413929,0.05353379676487418,0.38382983288402595,11,6,9,22,10,0,3,1
Meta,Himalaya Baby,Reels_Video,Price_Deal,Try_Free,Broad_Women_25_34,Hindi,1,0,8.2,8.2,08,0.09359839133737875,0.05142885218120544,0.5019721207560567,7,11,9,22,18,1,3,1
Snapchat,GoGrow,Reels_Video,Meme_Humor,Get_Offer,Interest_Parenting,Hindi,1,0,11.9,7.1,08,0.08452282775526031,0.038325466257636186,0.5007399153448787,11,8,9,20,7,8,3,1
Snapchat,Mylo,Reels_Video,Price_Deal,Try_Free,Broad_Women_18_24,Hinglish,1,0,7.6,13.5,08,0.1190617974216326,0.05860265044889772,0.4523383279896522,11,26,9,22,18,0,4,1
Meta,Mylo,Static_Image,Testimonial_Mom,Sign_Up,Lookalike_Purchasers,Hinglish,0,1,51.1,77.1,08,0.18635904772860462,0.11524801643413918,0.48093546897042716,7,26,12,29,16,10,4,1
Meta,Airprime,Carousel,Tutorial_HowTo,Sign_Up,Pregnant_Trimester2,English,0,1,42.2,89.1,08,0.1825666609420895,0.11300157367941242,0.34392085670567063,7,0,1,30,16,24,1,1
Meta,Mylo,Static_Image,Tutorial_HowTo,Sign_Up,New_Mom_0_6m,Hinglish,0,1,53.1,77.9,08,0.19008661924796252,0.12148565599706246,0.4891564230954052,7,26,12,30,16,15,4,1
Google_UAC,GoGrow,Static_Image,Doctor_Expert,Sign_Up,New_Mom_0_6m,English,0,1,44.2,73.9,08,0.2237751939219079,0.1284372024588019,0.49235995789391745,4,8,12,7,16,15,1,1
Google_UAC,GoGrow,Collection,Testimonial_Mom,Learn_More,Pregnant_Trimester2,Hinglish,0,1,42.8,85.4,08,0.18594554556048912,0.11353828302905304,0.36046194592060554,4,8,2,29,12,24,4,1
InMobi,Airprime,Static_Image,Festive_Offer,Get_Offer,Broad_Women_25_34,Hindi,1,0,28.7,27.0,08,0.13649582961323495,0.0730895926764153,0.6292455607858796,5,0,12,13,7,1,3,1
Meta,Himalaya Baby,App_Install_Banner,Price_Deal,Try_Free,Interest_Health_Wellness,Hindi,1,0,23.4,29.8,08,0.12845548618152422,0.06244039416519448,0.49193400240789303,7,11,0,22,18,7,3,1
Google_UAC,Mylo,Static_Image,Comparison,Install_Now,Broad_Women_18_24,Hinglish,1,0,23.4,30.7,08,0.10665001122971741,0.062374748539064016,0.5756402332261279,4,26,12,3,10,0,4,1
InMobi,Airprime,Reels_Video,Festive_Offer,Try_Free,Broad_Women_25_34,Hinglish,1,0,26.7,25.9,08,0.16084422414963412,0.08048728384173134,0.6626887105914612,5,0,9,13,18,1,4,1
InMobi,MamaEarth,Reels_Video,Festive_Offer,Install_Now,Broad_Women_25_34,Hindi,1,0,29.2,22.7,08,0.07319355953890172,0.029069624740384187,0.37720883013036255,5,21,9,13,10,1,3,1
Meta,Airprime,Carousel,Unboxing,Book_Now,TTC_Women,English,0,0,27.9,42.7,08,0.15135507981000934,0.08497325496862354,0.49866743318990414,7,0,1,34,2,30,1,1
Meta,LactoMama,Carousel,Price_Deal,Install_Now,Toddler_Mom_1_3y,English,1,1,10.4,28.4,08,0.17700234412719126,0.10350304144138475,0.4726009856242109,7,18,1,22,10,33,1,1
Google_UAC,LactoMama,Reels_Video,UGC_Style,Explore,Pregnant_Trimester2,English,0,1,11.6,63.3,08,0.23639980592883908,0.1365523730403447,0.3772313443803925,4,18,9,33,6,24,1,1
Meta,Ovaluna,Reels_Video,Before_After,Sign_Up,New_Mom_6_12m,Hinglish,1,0,14.6,22.7,08,0.09685329631466066,0.04615015435822465,0.6672225700238845,7,32,9,0,16,17,4,1
